Customer ID,Recency,Frequency,Monetary,TotalOrders,TotalProducts,AverageOrderValue,LifetimeRevenue,CustomerAgeDays,DaysSinceLastPurchase,Cluster,Segment
12424,163,4,3340.03,4,2025,36.30467391304347,3340.03,385,163,3,Regular Customers
12425,78,2,1741.41,2,1147,19.136373626373626,1741.41,370,78,3,Regular Customers
12426,195,2,1345.21,2,584,17.470259740259742,1345.21,468,195,3,Regular Customers
12427,22,3,825.8000000000001,3,533,26.63870967741936,825.8000000000001,349,22,1,Loyal Customers
12428,26,9,7956.46,9,3536,27.062789115646257,7956.46,257,26,2,VIP Customers
12429,9,8,6204.41,8,2890,40.55169934640523,6204.41,537,9,2,VIP Customers
12430,43,1,256.4,1,117,23.30909090909091,256.4,0,43,1,Loyal Customers
12431,36,27,10432.22,27,4600,26.74928205128205,10432.22,658,36,2,VIP Customers
12432,43,5,5059.32,5,1801,46.84555555555556,5059.32,129,43,3,Regular Customers
12433,1,10,16794.14,10,13534,30.04318425760286,16794.14,476,1,2,VIP Customers
12434,85,3,1103.43,3,532,15.763285714285717,1103.43,296,85,3,Regular Customers
12435,80,6,13925.93,6,4958,124.33866071428572,13925.93,657,80,2,VIP Customers
12436,100,1,509.01,1,211,31.813125,509.01,0,100,0,At Risk Customers
12437,2,39,12683.4,39,8000,22.52824156305506,12683.4,735,2,2,VIP Customers
12438,14,2,2906.85,2,1180,29.66173469387755,2906.85,125,14,1,Loyal Customers
12439,683,2,1142.88,2,478,16.096901408450705,1142.88,43,683,3,Regular Customers
12440,462,2,859.2,2,331,26.85,859.2,255,462,0,At Risk Customers
12441,367,1,173.55,1,121,15.77727272727273,173.55,0,367,0,At Risk Customers
12442,3,1,172.06,1,182,14.338333333333331,172.06,0,3,1,Loyal Customers
12443,732,1,485.31,1,182,23.11,485.31,0,732,0,At Risk Customers
12444,21,5,5005.46,5,1153,28.44011363636364,5005.46,149,21,2,VIP Customers
12445,22,2,434.98,2,206,18.124166666666667,434.98,398,22,1,Loyal Customers
12446,58,1,1002.31,1,351,17.584385964912283,1002.31,0,58,1,Loyal Customers
12447,243,1,476.49,1,190,18.326538461538465,476.49,0,243,0,At Risk Customers
12448,44,1,449.45,1,243,20.42954545454545,449.45,0,44,1,Loyal Customers
12449,22,6,4835.89,6,2282,24.05915422885572,4835.89,416,22,2,VIP Customers
12450,156,5,688.2,5,442,18.6,688.2,318,156,3,Regular Customers
12451,11,8,12669.88,8,9359,24.794285714285717,12669.88,518,11,2,VIP Customers
12452,17,2,430.5700000000001,2,185,19.57136363636364,430.5700000000001,0,17,1,Loyal Customers
12453,134,1,707.09,1,473,16.443953488372095,707.09,0,134,0,At Risk Customers
12454,56,5,16679.78,5,7703,416.9945,16679.78,364,56,2,VIP Customers
12455,73,10,5879.95,10,3302,25.902863436123347,5879.95,648,73,2,VIP Customers
12456,44,3,3181.04,3,1633,25.44832,3181.04,210,44,3,Regular Customers
12457,66,8,2995.91,8,1094,35.66559523809524,2995.91,368,66,3,Regular Customers
12458,71,4,1777.49,4,986,21.16059523809524,1777.49,416,71,3,Regular Customers
12459,605,1,454.36,1,258,19.754782608695653,454.36,0,605,0,At Risk Customers
12460,456,1,326.65,1,170,18.147222222222226,326.65,0,456,0,At Risk Customers
12461,94,2,826.88,2,287,23.62514285714286,826.88,60,94,3,Regular Customers
12462,19,2,1189.59,2,536,19.186935483870965,1189.59,284,19,1,Loyal Customers
12463,53,4,1344.78,4,776,16.202168674698793,1344.78,188,53,3,Regular Customers
12464,10,8,1212.05,8,112,41.79482758620689,1212.05,299,10,1,Loyal Customers
12465,17,2,742.19,2,479,15.791276595744682,742.19,152,17,1,Loyal Customers
12466,682,1,56.73,1,1,56.73,56.73,0,682,0,At Risk Customers
12467,423,1,132.8,1,129,14.755555555555556,132.8,0,423,0,At Risk Customers
12468,188,5,3670.74,5,2201,24.4716,3670.74,495,188,3,Regular Customers
12469,523,2,3070.54,2,2552,40.40184210526316,3070.54,14,523,3,Regular Customers
12470,690,1,211.95,1,95,9.215217391304348,211.95,0,690,0,At Risk Customers
12471,2,79,39918.19,79,16858,35.17021145374449,39918.19,730,2,2,VIP Customers
12472,32,19,16249.29,19,10378,19.32139120095125,16249.29,693,32,2,VIP Customers
12473,29,5,3928.05,5,2414,23.521257485029945,3928.05,162,29,2,VIP Customers
12474,17,31,12372.75,31,7940,17.47563559322034,12372.75,649,17,2,VIP Customers
12475,54,2,1149.64,2,771,18.846557377049184,1149.64,356,54,1,Loyal Customers
12476,16,23,14083.91,23,5631,27.400603112840468,14083.91,486,16,2,VIP Customers
12477,23,9,20276.37,9,6119,35.95101063829787,20276.37,600,23,2,VIP Customers
12478,4,1,680.99,1,236,18.91638888888889,680.99,0,4,1,Loyal Customers
12479,11,1,527.2,1,385,17.006451612903227,527.2,0,11,1,Loyal Customers
12480,28,7,5464.85,7,2952,22.58202479338843,5464.85,479,28,2,VIP Customers
12481,23,15,12185.51,15,7158,32.06713157894737,12185.51,584,23,2,VIP Customers
12482,576,29,23691.4,29,27042,116.1343137254902,23691.4,77,576,2,VIP Customers
12483,17,19,5097.18,19,2160,36.93608695652174,5097.18,660,17,2,VIP Customers
12484,33,12,6354.1,12,3266,13.490658174097666,6354.1,648,33,2,VIP Customers
12485,529,1,708.1,1,414,20.826470588235296,708.1,0,529,0,At Risk Customers
12486,432,1,1037.28,1,523,21.16897959183673,1037.28,0,432,0,At Risk Customers
12487,731,1,285.3,1,174,142.65,285.3,0,731,0,At Risk Customers
12488,10,3,1298.66,3,529,23.612,1298.66,65,10,1,Loyal Customers
12489,336,1,334.93,1,105,22.328666666666667,334.93,0,336,0,At Risk Customers
12490,5,21,9823.64,21,5906,21.26329004329004,9823.64,733,5,2,VIP Customers
12491,39,1,460.4,1,260,17.70769230769231,460.4,0,39,1,Loyal Customers
12492,63,3,715.21,3,444,17.028809523809525,715.21,340,63,1,Loyal Customers
12493,166,2,433.74,2,207,19.715454545454545,433.74,31,166,0,At Risk Customers
12494,16,9,1815.27,9,979,16.808055555555555,1815.27,560,16,2,VIP Customers
12495,641,1,357.4,1,130,21.023529411764702,357.4,0,641,0,At Risk Customers
12496,620,2,45.34,2,30,4.534000000000001,45.34,0,620,0,At Risk Customers
12497,82,3,6248.5,3,5685,109.62280701754386,6248.5,563,82,3,Regular Customers
12498,21,3,403.7000000000001,3,159,17.55217391304348,403.7000000000001,36,21,1,Loyal Customers
12499,560,1,393.72,1,302,14.582222222222224,393.72,0,560,0,At Risk Customers
12500,23,19,5955.21,19,3377,40.7891095890411,5955.21,650,23,2,VIP Customers
12501,337,1,2169.39,1,1783,14.5596644295302,2169.39,0,337,3,Regular Customers
12502,96,5,3723.87,5,820,25.332448979591835,3723.87,214,96,3,Regular Customers
12503,584,1,1126.0,1,561,563.0,1126.0,0,584,0,At Risk Customers
12504,18,4,779.05,4,458,38.9525,779.05,578,18,1,Loyal Customers
12505,409,1,955.2,1,324,22.742857142857144,955.2,0,409,0,At Risk Customers
12506,233,1,73.5,1,23,3.1956521739130435,73.5,0,233,0,At Risk Customers
12507,134,4,1844.06,4,1256,37.6338775510204,1844.06,450,134,3,Regular Customers
12508,26,2,397.88,2,271,5.851176470588236,397.88,2,26,1,Loyal Customers
12509,284,1,176.5,1,55,25.214285714285715,176.5,0,284,0,At Risk Customers
12510,143,9,5178.02,9,2049,35.71048275862069,5178.02,592,143,3,Regular Customers
12511,429,1,3084.02,1,1753,16.231684210526314,3084.02,0,429,3,Regular Customers
12512,66,2,132.18,2,96,4.263870967741935,132.18,0,66,0,At Risk Customers
12513,113,1,612.29,1,462,17.494,612.29,0,113,0,At Risk Customers
12514,267,2,1597.76,2,840,19.02095238095238,1597.76,374,267,3,Regular Customers
12515,353,1,383.7,1,131,23.98125,383.7,0,353,0,At Risk Customers
12516,78,4,2648.62,4,1952,35.792162162162164,2648.62,521,78,3,Regular Customers
12517,28,5,2481.6,5,1361,8.894623655913978,2481.6,161,28,1,Loyal Customers
12518,1,5,2056.89,5,1318,16.58782258064516,2056.89,109,1,1,Loyal Customers
12519,64,2,716.54,2,387,18.37282051282051,716.54,413,64,1,Loyal Customers
12520,79,5,2634.26,5,1439,17.330657894736845,2634.26,194,79,3,Regular Customers
12521,143,1,599.68,1,309,15.781052631578946,599.68,0,143,0,At Risk Customers
12522,39,2,192.72,2,194,16.06,192.72,12,39,1,Loyal Customers
12523,19,23,4352.35,23,2263,17.479317269076308,4352.35,712,19,2,VIP Customers
12524,9,17,11126.11,17,7178,46.35879166666667,11126.11,660,9,2,VIP Customers
12525,498,3,973.73,3,509,16.228833333333334,973.73,149,498,3,Regular Customers
12526,1,3,1316.66,3,632,18.54450704225352,1316.66,93,1,1,Loyal Customers
12527,82,5,735.51,5,526,22.9846875,735.51,447,82,3,Regular Customers
12528,9,6,1933.48,6,756,21.01608695652174,1933.48,303,9,1,Loyal Customers
12529,528,1,316.48,1,192,15.07047619047619,316.48,0,528,0,At Risk Customers
12530,60,9,3759.26,9,2713,23.792784810126584,3759.26,582,60,2,VIP Customers
12531,15,2,1933.2,2,1119,15.222047244094489,1933.2,671,15,1,Loyal Customers
12532,30,1,349.83000000000004,1,153,21.864375000000003,349.83000000000004,0,30,1,Loyal Customers
12533,628,2,1367.89,2,704,18.998472222222222,1367.89,110,628,3,Regular Customers
12534,131,1,1089.18,1,651,17.28857142857143,1089.18,0,131,0,At Risk Customers
12535,92,2,716.35,2,219,21.069117647058825,716.35,94,92,1,Loyal Customers
12536,43,3,12601.830000000002,3,2803,48.2828735632184,12601.830000000002,15,43,3,Regular Customers
12537,409,1,732.94,1,449,17.04511627906977,732.94,0,409,0,At Risk Customers
12538,29,2,640.45,2,336,18.83676470588236,640.45,349,29,1,Loyal Customers
12539,22,7,11214.75,7,4535,22.25148809523809,11214.75,694,22,2,VIP Customers
12540,20,33,22254.49,33,11019,28.864448767833984,22254.49,712,20,2,VIP Customers
12541,30,3,981.18,3,680,18.868846153846157,981.18,251,30,1,Loyal Customers
12542,484,2,481.88,2,522,12.355897435897436,481.88,156,484,0,At Risk Customers
12543,448,1,980.25,1,688,22.796511627906977,980.25,0,448,0,At Risk Customers
12544,36,1,372.7,1,136,19.61578947368421,372.7,0,36,1,Loyal Customers
12545,75,2,1000.39,2,523,20.0078,1000.39,184,75,1,Loyal Customers
12546,47,2,1161.5,2,633,16.833333333333332,1161.5,31,47,1,Loyal Customers
12547,198,3,383.58,3,309,18.265714285714285,383.58,302,198,0,At Risk Customers
12548,166,1,95.2,1,49,19.04,95.2,0,166,0,At Risk Customers
12549,576,6,1575.68,6,1366,32.15673469387755,1575.68,121,576,3,Regular Customers
12550,79,1,964.83,1,569,16.92684210526316,964.83,0,79,1,Loyal Customers
12551,358,1,168.0,1,100,16.8,168.0,0,358,0,At Risk Customers
12552,39,2,437.82,2,88,21.891,437.82,0,39,1,Loyal Customers
12553,8,12,4608.75,12,2325,19.36449579831933,4608.75,415,8,2,VIP Customers
12554,449,1,468.5,1,240,18.01923076923077,468.5,0,449,0,At Risk Customers
12555,682,1,129.23,1,1,129.23,129.23,0,682,0,At Risk Customers
12556,50,2,599.56,2,355,5.038319327731092,599.56,100,50,1,Loyal Customers
12557,16,8,18096.14,8,6382,341.4366037735849,18096.14,706,16,2,VIP Customers
12558,8,1,269.96,1,196,24.54181818181818,269.96,0,8,1,Loyal Customers
12559,311,2,561.71,2,283,26.74809523809524,561.71,8,311,0,At Risk Customers
12560,5,3,2134.01,3,1110,20.323904761904764,2134.01,137,5,1,Loyal Customers
12561,303,1,238.85,1,177,14.928125,238.85,0,303,0,At Risk Customers
12562,8,9,4966.92,9,2327,23.99478260869565,4966.92,427,8,2,VIP Customers
12563,409,1,249.24,1,113,19.17230769230769,249.24,0,409,0,At Risk Customers
12564,261,1,456.9,1,133,21.75714285714286,456.9,0,261,0,At Risk Customers
12565,289,1,145.92000000000002,1,80,16.213333333333335,145.92000000000002,0,289,0,At Risk Customers
12566,86,1,351.65,1,265,18.507894736842104,351.65,0,86,0,At Risk Customers
12567,23,15,11767.48,15,5308,21.16453237410072,11767.48,644,23,2,VIP Customers
12568,645,1,70.0,1,48,14.0,70.0,0,645,0,At Risk Customers
12569,2,32,4124.6900000000005,32,1801,21.93984042553192,4124.6900000000005,250,2,2,VIP Customers
12570,682,1,77.52,1,1,77.52,77.52,0,682,0,At Risk Customers
12571,40,2,519.61,2,523,15.28264705882353,519.61,81,40,1,Loyal Customers
12572,9,2,1020.42,2,452,17.007,1020.42,43,9,1,Loyal Customers
12573,227,5,717.41,5,479,6.028655462184874,717.41,237,227,3,Regular Customers
12574,316,1,218.45,1,61,19.85909090909091,218.45,0,316,0,At Risk Customers
12575,457,2,622.82,2,315,16.39,622.82,69,457,0,At Risk Customers
12576,36,8,2142.7200000000003,8,1494,15.089577464788734,2142.7200000000003,490,36,2,VIP Customers
12577,35,8,1617.1,8,1191,5.426510067114093,1617.1,700,35,3,Regular Customers
12578,21,4,4642.45,4,2380,26.99098837209302,4642.45,422,21,1,Loyal Customers
12579,78,1,440.42,1,285,15.18689655172414,440.42,0,78,0,At Risk Customers
12580,247,2,1052.9,2,569,18.153448275862072,1052.9,329,247,3,Regular Customers
12581,40,1,197.71,1,161,13.180666666666667,197.71,0,40,1,Loyal Customers
12582,239,4,1980.4,4,985,19.22718446601942,1980.4,338,239,3,Regular Customers
12583,3,27,13591.58,27,8535,30.47439461883408,13591.58,730,3,2,VIP Customers
12584,4,9,2338.15,9,416,24.355729166666663,2338.15,276,4,2,VIP Customers
12585,234,2,2040.1,2,1279,23.44942528735632,2040.1,117,234,3,Regular Customers
12586,17,4,2062.67,4,687,21.943297872340427,2062.67,706,17,1,Loyal Customers
12587,8,1,144.0,1,51,36.0,144.0,0,8,1,Loyal Customers
12588,39,4,958.78,4,438,20.84304347826087,958.78,558,39,1,Loyal Customers
12589,29,8,4695.66,8,1764,26.087,4695.66,660,29,2,VIP Customers
12590,211,2,9864.26,2,4283,145.06264705882353,9864.26,0,211,3,Regular Customers
12591,317,3,1338.95,3,653,19.69044117647059,1338.95,91,317,3,Regular Customers
12592,92,5,2582.66,5,1875,31.88469135802469,2582.66,427,92,3,Regular Customers
12593,109,3,418.1,3,206,19.90952380952381,418.1,110,109,0,At Risk Customers
12594,38,15,5090.110000000001,15,2768,25.57844221105528,5090.110000000001,608,38,2,VIP Customers
12595,505,1,299.02,1,271,15.737894736842104,299.02,0,505,0,At Risk Customers
12596,51,2,618.27,2,474,22.898888888888887,618.27,190,51,1,Loyal Customers
12597,19,4,3811.22,4,2236,18.50106796116505,3811.22,248,19,1,Loyal Customers
12598,10,11,4534.09,11,2906,22.01014563106796,4534.09,639,10,2,VIP Customers
12599,29,13,2296.72,13,2189,17.268571428571427,2296.72,548,29,2,VIP Customers
12600,29,21,4967.42,21,1383,38.21092307692308,4967.42,703,29,2,VIP Customers
12601,190,6,681.26,6,290,20.03705882352941,681.26,214,190,3,Regular Customers
12602,59,1,153.12,1,162,12.76,153.12,0,59,0,At Risk Customers
12603,22,1,739.1999999999999,1,63,369.6,739.1999999999999,0,22,1,Loyal Customers
12604,79,2,254.18,2,201,15.88625,254.18,182,79,0,At Risk Customers
12605,376,4,1232.95,4,929,16.223026315789475,1232.95,81,376,3,Regular Customers
12606,682,1,21.0,1,1,21.0,21.0,0,682,0,At Risk Customers
12607,60,1,1579.51,1,1228,15.63871287128713,1579.51,0,60,1,Loyal Customers
12608,405,1,415.79,1,323,25.986875,415.79,0,405,0,At Risk Customers
12609,78,9,3435.86,9,1553,19.633485714285715,3435.86,641,78,3,Regular Customers
12610,23,5,2099.54,5,1049,19.80698113207547,2099.54,103,23,1,Loyal Customers
12611,52,1,1193.32,1,846,18.35876923076923,1193.32,0,52,1,Loyal Customers
12612,74,1,704.04,1,262,37.054736842105264,704.04,0,74,1,Loyal Customers
12613,57,10,6817.37,10,4157,20.91217791411043,6817.37,668,57,2,VIP Customers
12614,278,1,315.6,1,76,15.78,315.6,0,278,0,At Risk Customers
12615,2,8,5740.9800000000005,8,3317,21.26288888888889,5740.9800000000005,629,2,2,VIP Customers
12616,95,3,1131.1,3,498,20.946296296296296,1131.1,293,95,3,Regular Customers
12617,29,1,352.98,1,210,8.609268292682927,352.98,0,29,1,Loyal Customers
12618,22,1,177.31,1,96,16.11909090909091,177.31,0,22,1,Loyal Customers
12619,16,10,3781.38,10,3518,37.8138,3781.38,544,16,2,VIP Customers
12620,15,3,1339.41,3,1181,14.558804347826088,1339.41,189,15,1,Loyal Customers
12621,2,35,24311.2,35,13706,32.15767195767196,24311.2,666,2,2,VIP Customers
12622,232,1,180.1,1,69,16.37272727272727,180.1,0,232,0,At Risk Customers
12623,276,7,3747.84,7,1971,21.66381502890173,3747.84,420,276,3,Regular Customers
12624,106,2,641.13,2,355,16.87184210526316,641.13,71,106,3,Regular Customers
12625,212,4,5164.88,4,3309,28.22338797814208,5164.88,384,212,3,Regular Customers
12626,23,9,6620.4800000000005,9,3453,22.518639455782317,6620.4800000000005,303,23,2,VIP Customers
12627,11,7,4478.53,7,2752,19.47186956521739,4478.53,129,11,2,VIP Customers
12628,4,3,786.46,3,448,19.1819512195122,786.46,60,4,1,Loyal Customers
12629,386,2,1558.22,2,722,34.62711111111111,1558.22,37,386,3,Regular Customers
12630,10,2,1270.88,2,548,19.8575,1270.88,34,10,1,Loyal Customers
12631,57,6,3481.57,6,1607,19.024972677595628,3481.57,635,57,3,Regular Customers
12632,521,2,804.88,2,694,22.99657142857143,804.88,44,521,0,At Risk Customers
12633,59,7,5678.16,7,3238,18.556078431372548,5678.16,466,59,2,VIP Customers
12634,536,2,490.0,2,337,24.5,490.0,12,536,0,At Risk Customers
12635,90,4,2930.41,4,1949,16.37100558659218,2930.41,367,90,3,Regular Customers
12636,739,1,141.0,1,1,141.0,141.0,0,739,0,At Risk Customers
12637,67,12,8283.81,12,4257,13.491547231270358,8283.81,476,67,2,VIP Customers
12638,33,2,921.49,2,663,19.19770833333333,921.49,606,33,1,Loyal Customers
12639,239,3,1312.37,3,631,20.50578125,1312.37,389,239,3,Regular Customers
12640,24,3,1174.58,3,311,22.16188679245283,1174.58,57,24,1,Loyal Customers
12641,115,1,185.9,1,72,18.59,185.9,0,115,0,At Risk Customers
12642,25,3,1013.26,3,552,21.55872340425532,1013.26,82,25,1,Loyal Customers
12643,128,12,8304.82,12,4665,162.83960784313726,8304.82,482,128,2,VIP Customers
12644,130,4,1918.49,4,1032,17.283693693693692,1918.49,564,130,3,Regular Customers
12645,34,8,3539.3,8,2125,22.120625,3539.3,635,34,2,VIP Customers
12646,5,2,1346.97,2,897,29.932666666666663,1346.97,44,5,1,Loyal Customers
12647,22,36,16955.55,36,6633,32.923398058252424,16955.55,672,22,2,VIP Customers
12648,155,4,1112.0,4,518,17.107692307692307,1112.0,546,155,3,Regular Customers
12649,107,8,2294.65,8,1959,19.44618644067797,2294.65,588,107,3,Regular Customers
12650,3,1,314.44,1,254,15.722,314.44,0,3,1,Loyal Customers
12651,335,4,377.75,4,265,12.591666666666669,377.75,130,335,0,At Risk Customers
12652,331,2,1017.03,2,536,19.94176470588236,1017.03,102,331,3,Regular Customers
12653,149,3,4160.83,3,1681,48.38174418604651,4160.83,378,149,3,Regular Customers
12654,11,5,601.98,5,264,15.841578947368422,601.98,284,11,1,Loyal Customers
12655,424,1,261.35,1,80,16.334375,261.35,0,424,0,At Risk Customers
12656,17,8,6407.83,8,2860,25.942631578947367,6407.83,545,17,2,VIP Customers
12657,11,4,1643.18,4,1044,34.961276595744685,1643.18,67,11,1,Loyal Customers
12658,19,1,686.05,1,320,19.056944444444444,686.05,0,19,1,Loyal Customers
12659,30,1,91.68,1,105,18.336,91.68,0,30,1,Loyal Customers
12660,11,1,245.1,1,127,18.85384615384616,245.1,0,11,1,Loyal Customers
12661,436,1,162.0,1,216,14.727272727272728,162.0,0,436,0,At Risk Customers
12662,1,20,6726.54,20,3424,17.203427109974424,6726.54,617,1,2,VIP Customers
12663,625,2,239.4,2,181,23.94,239.4,43,625,0,At Risk Customers
12664,8,11,6070.04,11,1495,134.88977777777777,6070.04,718,8,2,VIP Customers
12665,325,3,313.6,3,165,18.447058823529414,313.6,344,325,0,At Risk Customers
12666,394,1,1248.42,1,370,40.27161290322581,1248.42,0,394,0,At Risk Customers
12667,58,1,620.13,1,395,18.791818181818183,620.13,0,58,1,Loyal Customers
12668,12,10,11383.03,10,5049,21.23699626865672,11383.03,665,12,2,VIP Customers
12669,151,3,2744.03,3,1115,27.16861386138613,2744.03,105,151,3,Regular Customers
12670,10,7,3760.29,7,1627,32.69817391304348,3760.29,656,10,2,VIP Customers
12671,606,1,2622.481,1,1460,58.27735555555556,2622.481,0,606,3,Regular Customers
12672,330,2,437.05,2,138,19.86590909090909,437.05,265,330,0,At Risk Customers
12673,5,3,1230.02,3,700,16.62189189189189,1230.02,396,5,1,Loyal Customers
12674,39,4,1970.6,4,1133,23.742168674698792,1970.6,169,39,1,Loyal Customers
12675,554,2,957.25,2,336,8.546875,957.25,24,554,0,At Risk Customers
